order_id,account_id,date,product_id,category,unit_price,quantity,revenue,margin
ORD-ACC-0007-0101,ACC-0007,2025-02-20,SG-02,Safety Gear,261.28,4,1045.12,188.12
ORD-ACC-0007-0101,ACC-0007,2025-02-20,CS-02,Chemical Supplies,500.72,2,1001.44,220.32
ORD-ACC-0007-0101,ACC-0007,2025-02-20,CS-03,Cleaning Supplies,46.92,5,234.6,21.11
ORD-ACC-0007-0103,ACC-0007,2025-02-21,OS-03,Office Supplies,84.79,5,423.95,42.4
ORD-ACC-0007-0103,ACC-0007,2025-02-21,CS-03,Chemical Supplies,241.26,4,965.04,212.31
ORD-ACC-0007-0106,ACC-0007,2025-02-24,OS-01,Office Supplies,103.61,1,103.61,10.36
ORD-ACC-0007-0106,ACC-0007,2025-02-24,CS-01,Cleaning Supplies,49.38,3,148.14,13.33
ORD-ACC-0007-0106,ACC-0007,2025-02-24,PT-02,Precision Tools,1665.59,4,6662.36,1865.46
ORD-ACC-0007-0106,ACC-0007,2025-02-24,IE-02,Industrial Equipment,10173.94,4,40695.76,13836.56
ORD-ACC-0007-0106,ACC-0007,2025-02-24,CS-01,Chemical Supplies,464.39,1,464.39,102.17
ORD-ACC-0007-0114,ACC-0007,2025-03-01,IE-03,Industrial Equipment,13469.69,4,53878.76,18318.78
ORD-ACC-0007-0114,ACC-0007,2025-03-01,IE-01,Industrial Equipment,13576.94,2,27153.88,9232.32
ORD-ACC-0007-0114,ACC-0007,2025-03-01,OS-02,Office Supplies,123.65,1,123.65,12.37
ORD-ACC-0007-0123,ACC-0007,2025-03-02,PM-02,Packaging Materials,54.65,1,54.65,4.37
ORD-ACC-0007-0123,ACC-0007,2025-03-02,PM-03,Packaging Materials,23.82,1,23.82,1.91
ORD-ACC-0007-0123,ACC-0007,2025-03-02,IE-01,Industrial Equipment,13368.68,1,13368.68,4545.35
ORD-ACC-0007-0119,ACC-0007,2025-03-03,IE-02,Industrial Equipment,10115.92,3,30347.76,10318.24
ORD-ACC-0007-0119,ACC-0007,2025-03-03,OS-03,Office Supplies,85.27,3,255.81,25.58
ORD-ACC-0007-0119,ACC-0007,2025-03-03,CS-02,Cleaning Supplies,42.25,1,42.25,3.8
ORD-ACC-0007-0119,ACC-0007,2025-03-03,PT-01,Precision Tools,3463.58,4,13854.32,3879.21
ORD-ACC-0007-0119,ACC-0007,2025-03-03,CS-01,Cleaning Supplies,49.65,3,148.95,13.41
ORD-ACC-0007-0122,ACC-0007,2025-03-03,CS-01,Cleaning Supplies,48.31,5,241.55,21.74
ORD-ACC-0007-0122,ACC-0007,2025-03-03,IE-01,Industrial Equipment,12754.25,4,51017.0,17345.78
ORD-ACC-0007-0122,ACC-0007,2025-03-03,CS-02,Cleaning Supplies,42.35,2,84.7,7.62
ORD-ACC-0007-0122,ACC-0007,2025-03-03,CS-01,Chemical Supplies,968.28,5,4841.4,1065.11
ORD-ACC-0007-0122,ACC-0007,2025-03-03,OS-03,Office Supplies,85.41,3,256.23,25.62
ORD-ACC-0007-0122,ACC-0007,2025-03-03,PT-02,Precision Tools,1684.71,4,6738.84,1886.88
ORD-ACC-0007-0122,ACC-0007,2025-03-03,SG-02,Safety Gear,264.88,4,1059.52,190.71
ORD-ACC-0007-0122,ACC-0007,2025-03-03,SG-03,Safety Gear,444.18,3,1332.54,239.86
ORD-ACC-0007-0122,ACC-0007,2025-03-03,OS-01,Office Supplies,109.18,5,545.9,54.59
ORD-ACC-0007-0113,ACC-0007,2025-03-05,OS-03,Office Supplies,88.5,3,265.5,26.55
ORD-ACC-0007-0121,ACC-0007,2025-03-06,PM-03,Packaging Materials,23.58,1,23.58,1.89
ORD-ACC-0007-0121,ACC-0007,2025-03-06,CS-01,Chemical Supplies,951.52,4,3806.08,837.34
ORD-ACC-0007-0115,ACC-0007,2025-03-08,IE-03,Industrial Equipment,14076.63,3,42229.89,14358.16
ORD-ACC-0007-0115,ACC-0007,2025-03-08,SG-01,Safety Gear,300.84,3,902.52,162.45
ORD-ACC-0007-0115,ACC-0007,2025-03-08,IE-01,Industrial Equipment,12888.24,5,64441.2,21910.01
ORD-ACC-0007-0116,ACC-0007,2025-03-08,OS-01,Office Supplies,102.68,3,308.04,30.8
ORD-ACC-0007-0116,ACC-0007,2025-03-08,CS-03,Cleaning Supplies,46.7,5,233.5,21.02
ORD-ACC-0007-0116,ACC-0007,2025-03-08,OS-02,Office Supplies,122.04,3,366.12,36.61
ORD-ACC-0007-0116,ACC-0007,2025-03-08,PT-01,Precision Tools,3345.56,2,6691.12,1873.51
ORD-ACC-0007-0118,ACC-0007,2025-03-08,IE-02,Industrial Equipment,9576.64,3,28729.92,9768.17
ORD-ACC-0007-0118,ACC-0007,2025-03-08,SG-02,Safety Gear,260.96,2,521.92,93.95
ORD-ACC-0007-0118,ACC-0007,2025-03-08,IE-03,Industrial Equipment,14177.24,5,70886.2,24101.31
ORD-ACC-0007-0120,ACC-0007,2025-03-11,PM-03,Packaging Materials,24.41,5,122.05,9.76
ORD-ACC-0007-0120,ACC-0007,2025-03-11,OS-02,Office Supplies,130.3,3,390.9,39.09
ORD-ACC-0007-0120,ACC-0007,2025-03-11,IE-01,Industrial Equipment,12894.8,4,51579.2,17536.93
ORD-ACC-0007-0120,ACC-0007,2025-03-11,PM-02,Packaging Materials,55.42,3,166.26,13.3
ORD-ACC-0007-0117,ACC-0007,2025-03-24,OS-02,Office Supplies,129.7,4,518.8,51.88
ORD-ACC-0007-0132,ACC-0007,2025-04-01,PM-03,Packaging Materials,23.81,5,119.05,9.52
ORD-ACC-0007-0132,ACC-0007,2025-04-01,PT-03,Precision Tools,4129.01,1,4129.01,1156.12
ORD-ACC-0007-0132,ACC-0007,2025-04-01,PT-01,Precision Tools,3385.42,1,3385.42,947.92
ORD-ACC-0007-0128,ACC-0007,2025-04-02,CS-02,Cleaning Supplies,42.35,5,211.75,19.06
ORD-ACC-0007-0128,ACC-0007,2025-04-02,CS-01,Chemical Supplies,995.76,3,2987.28,657.2
ORD-ACC-0007-0131,ACC-0007,2025-04-12,CS-03,Chemical Supplies,484.32,3,1452.96,319.65
ORD-ACC-0007-0131,ACC-0007,2025-04-12,CS-02,Chemical Supplies,982.82,1,982.82,216.22
ORD-ACC-0007-0125,ACC-0007,2025-04-15,CS-03,Chemical Supplies,474.57,4,1898.28,417.62
ORD-ACC-0007-0126,ACC-0007,2025-04-15,CS-02,Cleaning Supplies,43.26,2,86.52,7.79
ORD-ACC-0007-0134,ACC-0007,2025-04-17,CS-03,Cleaning Supplies,47.86,1,47.86,4.31
ORD-ACC-0007-0127,ACC-0007,2025-04-20,PM-03,Packaging Materials,24.09,1,24.09,1.93
ORD-ACC-0007-0127,ACC-0007,2025-04-20,CS-02,Cleaning Supplies,40.86,4,163.44,14.71
ORD-ACC-0007-0127,ACC-0007,2025-04-20,PT-02,Precision Tools,1666.17,3,4998.51,1399.58
ORD-ACC-0007-0127,ACC-0007,2025-04-20,PM-01,Packaging Materials,33.24,1,33.24,2.66
ORD-ACC-0007-0130,ACC-0007,2025-04-21,PT-01,Precision Tools,3571.01,1,3571.01,999.88
ORD-ACC-0007-0130,ACC-0007,2025-04-21,OS-02,Office Supplies,120.57,5,602.85,60.29
ORD-ACC-0007-0130,ACC-0007,2025-04-21,PM-02,Packaging Materials,56.15,2,112.3,8.98
ORD-ACC-0007-0130,ACC-0007,2025-04-21,IE-02,Industrial Equipment,10056.86,4,40227.44,13677.33
ORD-ACC-0007-0130,ACC-0007,2025-04-21,CS-01,Cleaning Supplies,50.81,5,254.05,22.86
ORD-ACC-0007-0130,ACC-0007,2025-04-21,PM-01,Packaging Materials,33.85,4,135.4,10.83
ORD-ACC-0007-0124,ACC-0007,2025-04-22,CS-03,Cleaning Supplies,46.56,3,139.68,12.57
ORD-ACC-0007-0124,ACC-0007,2025-04-22,PM-02,Packaging Materials,55.28,5,276.4,22.11
ORD-ACC-0007-0133,ACC-0007,2025-04-22,IE-03,Industrial Equipment,13747.38,4,54989.52,18696.44
ORD-ACC-0007-0133,ACC-0007,2025-04-22,SG-01,Safety Gear,297.95,2,595.9,107.26
ORD-ACC-0007-0129,ACC-0007,2025-04-27,PM-03,Packaging Materials,22.54,3,67.62,5.41
ORD-ACC-0007-0142,ACC-0007,2025-05-03,PT-03,Precision Tools,4392.25,5,21961.25,6149.15
ORD-ACC-0007-0142,ACC-0007,2025-05-03,SG-02,Safety Gear,273.08,3,819.24,147.46
ORD-ACC-0007-0147,ACC-0007,2025-05-04,OS-03,Office Supplies,81.72,1,81.72,8.17
ORD-ACC-0007-0147,ACC-0007,2025-05-04,CS-03,Cleaning Supplies,46.96,4,187.84,16.91
ORD-ACC-0007-0147,ACC-0007,2025-05-04,IE-03,Industrial Equipment,13613.28,3,40839.84,13885.55
ORD-ACC-0007-0144,ACC-0007,2025-05-08,OS-02,Office Supplies,127.54,4,510.16,51.02
ORD-ACC-0007-0144,ACC-0007,2025-05-08,CS-02,Chemical Supplies,965.85,5,4829.25,1062.43
ORD-ACC-0007-0144,ACC-0007,2025-05-08,IE-02,Industrial Equipment,10349.38,3,31048.14,10556.37
ORD-ACC-0007-0136,ACC-0007,2025-05-10,CS-02,Cleaning Supplies,43.39,3,130.17,11.72
ORD-ACC-0007-0148,ACC-0007,2025-05-11,SG-03,Safety Gear,451.59,4,1806.36,325.14
ORD-ACC-0007-0148,ACC-0007,2025-05-11,PT-02,Precision Tools,1660.21,2,3320.42,929.72
ORD-ACC-0007-0148,ACC-0007,2025-05-11,CS-02,Chemical Supplies,980.36,4,3921.44,862.72
ORD-ACC-0007-0149,ACC-0007,2025-05-11,CS-02,Cleaning Supplies,41.99,5,209.95,18.9
ORD-ACC-0007-0149,ACC-0007,2025-05-11,OS-01,Office Supplies,109.67,4,438.68,43.87
ORD-ACC-0007-0149,ACC-0007,2025-05-11,CS-03,Chemical Supplies,465.38,1,465.38,102.38
ORD-ACC-0007-0149,ACC-0007,2025-05-11,IE-03,Industrial Equipment,14444.35,5,72221.75,24555.4
ORD-ACC-0007-0137,ACC-0007,2025-05-12,PM-03,Packaging Materials,23.17,2,46.34,3.71
ORD-ACC-0007-0137,ACC-0007,2025-05-12,PM-01,Packaging Materials,35.27,1,35.27,2.82
ORD-ACC-0007-0137,ACC-0007,2025-05-12,CS-03,Cleaning Supplies,48.75,5,243.75,21.94
ORD-ACC-0007-0137,ACC-0007,2025-05-12,PT-02,Precision Tools,1656.66,4,6626.64,1855.46
ORD-ACC-0007-0140,ACC-0007,2025-05-12,OS-01,Office Supplies,105.49,5,527.45,52.75
ORD-ACC-0007-0140,ACC-0007,2025-05-12,IE-03,Industrial Equipment,13810.66,1,13810.66,4695.62
ORD-ACC-0007-0141,ACC-0007,2025-05-17,PT-02,Precision Tools,1648.84,1,1648.84,461.68
ORD-ACC-0007-0135,ACC-0007,2025-05-18,PM-03,Packaging Materials,24.25,4,97.0,7.76
ORD-ACC-0007-0135,ACC-0007,2025-05-18,CS-01,Chemical Supplies,1008.5,4,4034.0,887.48
ORD-ACC-0007-0145,ACC-0007,2025-05-18,CS-02,Chemical Supplies,991.42,2,1982.84,436.22
ORD-ACC-0007-0145,ACC-0007,2025-05-18,SG-01,Safety Gear,290.39,4,1161.56,209.08
ORD-ACC-0007-0145,ACC-0007,2025-05-18,PT-01,Precision Tools,3521.96,1,3521.96,986.15
ORD-ACC-0007-0143,ACC-0007,2025-05-19,IE-03,Industrial Equipment,13891.69,4,55566.76,18892.7
ORD-ACC-0007-0143,ACC-0007,2025-05-19,OS-02,Office Supplies,120.74,2,241.48,24.15
ORD-ACC-0007-0143,ACC-0007,2025-05-19,SG-01,Safety Gear,301.63,2,603.26,108.59
ORD-ACC-0007-0150,ACC-0007,2025-05-21,IE-02,Industrial Equipment,10308.81,1,10308.81,3505.0
ORD-ACC-0007-0150,ACC-0007,2025-05-21,IE-03,Industrial Equipment,13664.26,3,40992.78,13937.55
ORD-ACC-0007-0138,ACC-0007,2025-05-22,PM-03,Packaging Materials,23.72,1,23.72,1.9
ORD-ACC-0007-0146,ACC-0007,2025-05-24,SG-01,Safety Gear,303.99,1,303.99,54.72
ORD-ACC-0007-0146,ACC-0007,2025-05-24,PM-03,Packaging Materials,24.17,3,72.51,5.8
ORD-ACC-0007-0146,ACC-0007,2025-05-24,PM-02,Packaging Materials,56.64,2,113.28,9.06
ORD-ACC-0007-0139,ACC-0007,2025-05-27,PM-02,Packaging Materials,57.04,1,57.04,4.56
ORD-ACC-0007-0139,ACC-0007,2025-05-27,CS-01,Chemical Supplies,964.31,3,2892.93,636.44
ORD-ACC-0007-0139,ACC-0007,2025-05-27,SG-02,Safety Gear,270.39,4,1081.56,194.68
ORD-ACC-0007-0139,ACC-0007,2025-05-27,PM-03,Packaging Materials,23.31,3,69.93,5.59
ORD-ACC-0007-0139,ACC-0007,2025-05-27,OS-03,Office Supplies,86.51,4,346.04,34.6
ORD-ACC-0007-0155,ACC-0007,2025-06-01,SG-02,Safety Gear,260.98,3,782.94,140.93
ORD-ACC-0007-0155,ACC-0007,2025-06-01,PT-03,Precision Tools,4211.59,2,8423.18,2358.49
ORD-ACC-0007-0155,ACC-0007,2025-06-01,OS-02,Office Supplies,130.1,5,650.5,65.05
ORD-ACC-0007-0155,ACC-0007,2025-06-01,CS-01,Chemical Supplies,958.63,1,958.63,210.9
ORD-ACC-0007-0154,ACC-0007,2025-06-03,IE-02,Industrial Equipment,10183.18,3,30549.54,10386.84
ORD-ACC-0007-0154,ACC-0007,2025-06-03,PM-02,Packaging Materials,56.12,2,112.24,8.98
ORD-ACC-0007-0153,ACC-0007,2025-06-05,PT-02,Precision Tools,1664.32,5,8321.6,2330.05
ORD-ACC-0007-0153,ACC-0007,2025-06-05,OS-02,Office Supplies,126.62,4,506.48,50.65
ORD-ACC-0007-0152,ACC-0007,2025-06-08,PM-01,Packaging Materials,35.84,3,107.52,8.6
ORD-ACC-0007-0156,ACC-0007,2025-06-20,SG-02,Safety Gear,263.53,4,1054.12,189.74
ORD-ACC-0007-0156,ACC-0007,2025-06-20,SG-03,Safety Gear,457.2,3,1371.6,246.89
ORD-ACC-0007-0156,ACC-0007,2025-06-20,CS-03,Chemical Supplies,488.35,2,976.7,214.87
ORD-ACC-0007-0156,ACC-0007,2025-06-20,PM-01,Packaging Materials,35.04,1,35.04,2.8
ORD-ACC-0007-0156,ACC-0007,2025-06-20,PT-02,Precision Tools,1733.42,2,3466.84,970.72
ORD-ACC-0007-0151,ACC-0007,2025-06-22,IE-02,Industrial Equipment,9737.22,3,29211.66,9931.96
ORD-ACC-0007-0151,ACC-0007,2025-06-22,OS-03,Office Supplies,83.5,2,167.0,16.7
ORD-ACC-0007-0151,ACC-0007,2025-06-22,PM-03,Packaging Materials,24.41,2,48.82,3.91
ORD-ACC-0007-0157,ACC-0007,2025-06-25,PM-02,Packaging Materials,58.81,2,117.62,9.41
ORD-ACC-0007-0157,ACC-0007,2025-06-25,OS-03,Office Supplies,87.68,3,263.04,26.3
ORD-ACC-0007-0157,ACC-0007,2025-06-25,CS-01,Cleaning Supplies,51.56,3,154.68,13.92
ORD-ACC-0007-0157,ACC-0007,2025-06-25,SG-02,Safety Gear,275.1,4,1100.4,198.07
ORD-ACC-0007-0158,ACC-0007,2025-06-27,SG-01,Safety Gear,286.96,3,860.88,154.96
ORD-ACC-0007-0161,ACC-0007,2025-07-02,OS-01,Office Supplies,103.67,3,311.01,31.1
ORD-ACC-0007-0161,ACC-0007,2025-07-02,SG-03,Safety Gear,699.3,4,2797.2,503.5
ORD-ACC-0007-0161,ACC-0007,2025-07-02,CS-02,Chemical Supplies,961.75,5,4808.75,1057.92
ORD-ACC-0007-0161,ACC-0007,2025-07-02,PT-01,Precision Tools,3386.7,4,13546.8,3793.1
ORD-ACC-0007-0161,ACC-0007,2025-07-02,CS-02,Cleaning Supplies,41.88,5,209.4,18.85
ORD-ACC-0007-0167,ACC-0007,2025-07-02,CS-03,Chemical Supplies,485.08,2,970.16,213.44
ORD-ACC-0007-0167,ACC-0007,2025-07-02,SG-02,Safety Gear,439.72,2,879.44,158.3
ORD-ACC-0007-0164,ACC-0007,2025-07-10,SG-03,Safety Gear,712.09,2,1424.18,256.35
ORD-ACC-0007-0164,ACC-0007,2025-07-10,IE-02,Industrial Equipment,9900.91,4,39603.64,13465.24
ORD-ACC-0007-0164,ACC-0007,2025-07-10,CS-01,Chemical Supplies,982.13,2,1964.26,432.14
ORD-ACC-0007-0160,ACC-0007,2025-07-12,PT-03,Precision Tools,4307.95,4,17231.8,4824.9
ORD-ACC-0007-0160,ACC-0007,2025-07-12,OS-02,Office Supplies,127.62,2,255.24,25.52
ORD-ACC-0007-0160,ACC-0007,2025-07-12,SG-02,Safety Gear,443.01,5,2215.05,398.71
ORD-ACC-0007-0165,ACC-0007,2025-07-12,CS-03,Chemical Supplies,464.14,5,2320.7,510.55
ORD-ACC-0007-0165,ACC-0007,2025-07-12,PT-03,Precision Tools,4378.67,2,8757.34,2452.06
ORD-ACC-0007-0165,ACC-0007,2025-07-12,CS-01,Chemical Supplies,938.48,1,938.48,206.47
ORD-ACC-0007-0165,ACC-0007,2025-07-12,OS-03,Office Supplies,85.55,2,171.1,17.11
ORD-ACC-0007-0165,ACC-0007,2025-07-12,IE-03,Industrial Equipment,14281.79,3,42845.37,14567.43
ORD-ACC-0007-0165,ACC-0007,2025-07-12,PT-02,Precision Tools,1762.92,3,5288.76,1480.85
ORD-ACC-0007-0165,ACC-0007,2025-07-12,CS-03,Cleaning Supplies,48.7,1,48.7,4.38
ORD-ACC-0007-0163,ACC-0007,2025-07-16,SG-01,Safety Gear,470.41,4,1881.64,338.7
ORD-ACC-0007-0162,ACC-0007,2025-07-17,IE-03,Industrial Equipment,13997.59,3,41992.77,14277.54
ORD-ACC-0007-0166,ACC-0007,2025-07-17,CS-02,Cleaning Supplies,43.32,4,173.28,15.6
ORD-ACC-0007-0166,ACC-0007,2025-07-17,PT-03,Precision Tools,4133.38,5,20666.9,5786.73
ORD-ACC-0007-0166,ACC-0007,2025-07-17,CS-03,Cleaning Supplies,45.24,2,90.48,8.14
ORD-ACC-0007-0168,ACC-0007,2025-07-21,IE-01,Industrial Equipment,13598.04,1,13598.04,4623.33
ORD-ACC-0007-0168,ACC-0007,2025-07-21,SG-02,Safety Gear,421.63,2,843.26,151.79
ORD-ACC-0007-0168,ACC-0007,2025-07-21,OS-02,Office Supplies,123.29,4,493.16,49.32
ORD-ACC-0007-0159,ACC-0007,2025-07-25,PM-02,Packaging Materials,58.31,5,291.55,23.32
ORD-ACC-0007-0172,ACC-0007,2025-08-04,PM-02,Packaging Materials,56.12,3,168.36,13.47
ORD-ACC-0007-0172,ACC-0007,2025-08-04,IE-01,Industrial Equipment,12890.36,5,64451.8,21913.61
ORD-ACC-0007-0172,ACC-0007,2025-08-04,PM-03,Packaging Materials,24.2,3,72.6,5.81
ORD-ACC-0007-0172,ACC-0007,2025-08-04,OS-02,Office Supplies,127.05,2,254.1,25.41
ORD-ACC-0007-0173,ACC-0007,2025-08-04,SG-02,Safety Gear,420.22,1,420.22,75.64
ORD-ACC-0007-0169,ACC-0007,2025-08-12,CS-02,Cleaning Supplies,41.85,1,41.85,3.77
ORD-ACC-0007-0169,ACC-0007,2025-08-12,SG-03,Safety Gear,724.38,3,2173.14,391.17
ORD-ACC-0007-0174,ACC-0007,2025-08-16,PT-03,Precision Tools,4166.77,3,12500.31,3500.09
ORD-ACC-0007-0174,ACC-0007,2025-08-16,PT-01,Precision Tools,3353.14,4,13412.56,3755.52
ORD-ACC-0007-0174,ACC-0007,2025-08-16,CS-03,Chemical Supplies,468.73,1,468.73,103.12
ORD-ACC-0007-0171,ACC-0007,2025-08-21,OS-02,Office Supplies,127.5,5,637.5,63.75
ORD-ACC-0007-0171,ACC-0007,2025-08-21,CS-02,Chemical Supplies,947.38,1,947.38,208.42
ORD-ACC-0007-0171,ACC-0007,2025-08-21,SG-02,Safety Gear,416.6,3,1249.8,224.96
ORD-ACC-0007-0171,ACC-0007,2025-08-21,CS-02,Cleaning Supplies,42.58,4,170.32,15.33
ORD-ACC-0007-0171,ACC-0007,2025-08-21,PT-03,Precision Tools,4280.29,5,21401.45,5992.41
ORD-ACC-0007-0175,ACC-0007,2025-08-21,SG-02,Safety Gear,425.27,2,850.54,153.1
ORD-ACC-0007-0170,ACC-0007,2025-08-24,CS-01,Chemical Supplies,979.31,5,4896.55,1077.24
ORD-ACC-0007-0170,ACC-0007,2025-08-24,SG-03,Safety Gear,756.81,1,756.81,136.23
ORD-ACC-0007-0178,ACC-0007,2025-09-01,OS-01,Office Supplies,102.47,2,204.94,20.49
ORD-ACC-0007-0178,ACC-0007,2025-09-01,CS-03,Chemical Supplies,502.3,2,1004.6,221.01
ORD-ACC-0007-0178,ACC-0007,2025-09-01,IE-01,Industrial Equipment,13403.08,3,40209.24,13671.14
ORD-ACC-0007-0178,ACC-0007,2025-09-01,CS-01,Cleaning Supplies,51.9,4,207.6,18.68
ORD-ACC-0007-0177,ACC-0007,2025-09-07,PT-01,Precision Tools,3367.76,2,6735.52,1885.95
ORD-ACC-0007-0177,ACC-0007,2025-09-07,IE-01,Industrial Equipment,12702.65,5,63513.25,21594.51
ORD-ACC-0007-0179,ACC-0007,2025-09-09,PT-03,Precision Tools,4192.29,1,4192.29,1173.84
ORD-ACC-0007-0179,ACC-0007,2025-09-09,PT-01,Precision Tools,3395.85,4,13583.4,3803.35
ORD-ACC-0007-0179,ACC-0007,2025-09-09,CS-02,Cleaning Supplies,42.1,2,84.2,7.58
ORD-ACC-0007-0183,ACC-0007,2025-09-13,PT-01,Precision Tools,3538.71,5,17693.55,4954.19
ORD-ACC-0007-0183,ACC-0007,2025-09-13,SG-02,Safety Gear,321.37,2,642.74,115.69
ORD-ACC-0007-0183,ACC-0007,2025-09-13,CS-03,Chemical Supplies,467.82,5,2339.1,514.6
ORD-ACC-0007-0183,ACC-0007,2025-09-13,CS-02,Chemical Supplies,995.43,4,3981.72,875.98
ORD-ACC-0007-0176,ACC-0007,2025-09-15,OS-03,Office Supplies,84.7,1,84.7,8.47
ORD-ACC-0007-0176,ACC-0007,2025-09-15,CS-02,Chemical Supplies,1000.4,2,2000.8,440.18
ORD-ACC-0007-0184,ACC-0007,2025-09-16,OS-03,Office Supplies,88.03,4,352.12,35.21
ORD-ACC-0007-0184,ACC-0007,2025-09-16,SG-02,Safety Gear,315.63,1,315.63,56.81
ORD-ACC-0007-0184,ACC-0007,2025-09-16,CS-03,Chemical Supplies,484.01,4,1936.04,425.93
ORD-ACC-0007-0181,ACC-0007,2025-09-19,SG-01,Safety Gear,344.31,3,1032.93,185.93
ORD-ACC-0007-0182,ACC-0007,2025-09-22,IE-03,Industrial Equipment,14138.41,1,14138.41,4807.06
ORD-ACC-0007-0182,ACC-0007,2025-09-22,CS-01,Cleaning Supplies,51.29,4,205.16,18.46
ORD-ACC-0007-0180,ACC-0007,2025-09-26,CS-03,Chemical Supplies,490.99,5,2454.95,540.09
ORD-ACC-0007-0180,ACC-0007,2025-09-26,CS-01,Chemical Supplies,970.91,5,4854.55,1068.0
ORD-ACC-0007-0187,ACC-0007,2025-10-07,PT-02,Precision Tools,1682.75,3,5048.25,1413.51
ORD-ACC-0007-0187,ACC-0007,2025-10-07,CS-02,Chemical Supplies,956.37,1,956.37,210.4
ORD-ACC-0007-0187,ACC-0007,2025-10-07,PT-01,Precision Tools,3549.15,3,10647.45,2981.29
ORD-ACC-0007-0187,ACC-0007,2025-10-07,CS-02,Cleaning Supplies,40.41,4,161.64,14.55
ORD-ACC-0007-0187,ACC-0007,2025-10-07,PM-03,Packaging Materials,22.57,5,112.85,9.03
ORD-ACC-0007-0185,ACC-0007,2025-10-13,SG-01,Safety Gear,283.32,1,283.32,51.0
ORD-ACC-0007-0185,ACC-0007,2025-10-13,PM-02,Packaging Materials,55.05,3,165.15,13.21
ORD-ACC-0007-0188,ACC-0007,2025-10-17,IE-01,Industrial Equipment,13194.52,3,39583.56,13458.41
ORD-ACC-0007-0188,ACC-0007,2025-10-17,SG-03,Safety Gear,445.69,3,1337.07,240.67
ORD-ACC-0007-0188,ACC-0007,2025-10-17,SG-01,Safety Gear,305.6,5,1528.0,275.04
ORD-ACC-0007-0188,ACC-0007,2025-10-17,CS-02,Chemical Supplies,1009.64,3,3028.92,666.36
ORD-ACC-0007-0188,ACC-0007,2025-10-17,OS-03,Office Supplies,86.81,5,434.05,43.41
ORD-ACC-0007-0190,ACC-0007,2025-10-17,PM-03,Packaging Materials,24.11,2,48.22,3.86
ORD-ACC-0007-0190,ACC-0007,2025-10-17,PT-02,Precision Tools,1768.2,1,1768.2,495.1
ORD-ACC-0007-0192,ACC-0007,2025-10-17,PT-03,Precision Tools,4227.54,2,8455.08,2367.42
ORD-ACC-0007-0192,ACC-0007,2025-10-17,OS-03,Office Supplies,82.52,2,165.04,16.5
ORD-ACC-0007-0192,ACC-0007,2025-10-17,SG-02,Safety Gear,272.45,2,544.9,98.08
ORD-ACC-0007-0192,ACC-0007,2025-10-17,CS-01,Cleaning Supplies,51.79,1,51.79,4.66
ORD-ACC-0007-0192,ACC-0007,2025-10-17,OS-02,Office Supplies,120.31,3,360.93,36.09
ORD-ACC-0007-0192,ACC-0007,2025-10-17,IE-01,Industrial Equipment,12921.42,1,12921.42,4393.28
ORD-ACC-0007-0186,ACC-0007,2025-10-26,CS-01,Chemical Supplies,962.81,2,1925.62,423.64
ORD-ACC-0007-0186,ACC-0007,2025-10-26,SG-02,Safety Gear,259.79,5,1298.95,233.81
ORD-ACC-0007-0189,ACC-0007,2025-10-26,SG-03,Safety Gear,459.62,1,459.62,82.73
ORD-ACC-0007-0191,ACC-0007,2025-10-27,PM-02,Packaging Materials,58.6,4,234.4,18.75
ORD-ACC-0007-0191,ACC-0007,2025-10-27,IE-02,Industrial Equipment,9969.75,5,49848.75,16948.58
ORD-ACC-0007-0191,ACC-0007,2025-10-27,CS-02,Cleaning Supplies,40.53,3,121.59,10.94
ORD-ACC-0007-0191,ACC-0007,2025-10-27,CS-03,Cleaning Supplies,48.85,1,48.85,4.4
ORD-ACC-0007-0194,ACC-0007,2025-11-01,CS-02,Cleaning Supplies,42.79,2,85.58,7.7
ORD-ACC-0007-0194,ACC-0007,2025-11-01,IE-02,Industrial Equipment,10047.89,4,40191.56,13665.13
ORD-ACC-0007-0194,ACC-0007,2025-11-01,PM-02,Packaging Materials,58.1,3,174.3,13.94
ORD-ACC-0007-0196,ACC-0007,2025-11-04,SG-01,Safety Gear,284.03,2,568.06,102.25
ORD-ACC-0007-0196,ACC-0007,2025-11-04,CS-02,Cleaning Supplies,40.33,4,161.32,14.52
ORD-ACC-0007-0196,ACC-0007,2025-11-04,OS-02,Office Supplies,127.16,5,635.8,63.58
ORD-ACC-0007-0196,ACC-0007,2025-11-04,OS-03,Office Supplies,81.87,1,81.87,8.19
ORD-ACC-0007-0199,ACC-0007,2025-11-06,IE-02,Industrial Equipment,9726.34,4,38905.36,13227.82
ORD-ACC-0007-0199,ACC-0007,2025-11-06,IE-01,Industrial Equipment,13090.06,1,13090.06,4450.62
ORD-ACC-0007-0199,ACC-0007,2025-11-06,CS-03,Cleaning Supplies,45.57,1,45.57,4.1
ORD-ACC-0007-0195,ACC-0007,2025-11-13,CS-03,Cleaning Supplies,48.37,3,145.11,13.06
ORD-ACC-0007-0195,ACC-0007,2025-11-13,PM-01,Packaging Materials,35.53,5,177.65,14.21
ORD-ACC-0007-0195,ACC-0007,2025-11-13,SG-03,Safety Gear,441.35,5,2206.75,397.21
ORD-ACC-0007-0195,ACC-0007,2025-11-13,OS-02,Office Supplies,126.22,1,126.22,12.62
