account_id,account_name,month,revenue,margin,orders,lines,margin_pct,high_rev,high_share
ACC-114,Ironclad Retailers,2024-10,223620.53,65604.53,1,8,0.293,113487.05,0.507
ACC-114,Ironclad Retailers,2024-11,220398.16,64609.16,1,8,0.293,114794.43,0.521
ACC-114,Ironclad Retailers,2024-12,211040.25,62995.25,2,8,0.298,107303.36,0.508
ACC-114,Ironclad Retailers,2025-01,223584.91,63792.91,1,8,0.285,113596.17,0.508
ACC-114,Ironclad Retailers,2025-02,203654.56,57402.56,1,8,0.282,95242.45,0.468
ACC-114,Ironclad Retailers,2025-03,214530.68,62280.68,1,8,0.29,106156.62,0.495
ACC-114,Ironclad Retailers,2025-04,216645.2,63803.2,1,8,0.295,110738.91,0.511
ACC-114,Ironclad Retailers,2025-05,195690.83,54897.83,1,8,0.281,88372.4,0.452
ACC-114,Ironclad Retailers,2025-06,216072.95,64971.95,1,8,0.301,107965.49,0.5
ACC-114,Ironclad Retailers,2025-07,200610.18,57273.18,1,8,0.285,94656.59,0.472
ACC-114,Ironclad Retailers,2025-08,218352.1,63521.1,1,8,0.291,109454.22,0.501
ACC-114,Ironclad Retailers,2025-09,226073.14,63533.14,1,8,0.281,117837.3,0.521
ACC-114,Ironclad Retailers,2025-10,590610.65,162459.65,2,8,0.275,279841.18,0.474
ACC-114,Ironclad Retailers,2025-11,211017.57,60096.57,2,8,0.285,99115.83,0.47
ACC-114,Ironclad Retailers,2025-12,204870.1,57185.1,2,8,0.279,96322.08,0.47
ACC-114,Ironclad Retailers,2026-01,215554.55,62806.55,1,8,0.291,109285.82,0.507
ACC-114,Ironclad Retailers,2026-02,220861.33,62171.33,2,8,0.281,111805.65,0.506
ACC-114,Ironclad Retailers,2026-03,204087.71,58134.71000000001,1,8,0.285,98576.25,0.483
ACC-114,Ironclad Retailers,2026-04,220915.68,63018.68,1,8,0.285,112377.92,0.509
ACC-114,Ironclad Retailers,2026-05,198785.55,56512.55,2,8,0.284,93869.63,0.472
ACC-114,Ironclad Retailers,2026-06,204076.16,57591.16,2,8,0.282,94344.87,0.462
ACC-114,Ironclad Retailers,2026-07,198139.46,55577.46,2,8,0.28,88983.93,0.449
ACC-114,Ironclad Retailers,2026-08,217217.13,61619.13,1,8,0.284,108689.79,0.5
ACC-115,Pinnacle Traders,2024-09,211911.44,44617.44,1,8,0.211,44783.43,0.211
ACC-115,Pinnacle Traders,2024-10,225863.25,51535.25,1,8,0.228,63739.92999999999,0.282
ACC-115,Pinnacle Traders,2024-11,228671.23,52845.23,1,8,0.231,66242.8,0.29
ACC-115,Pinnacle Traders,2024-12,198296.26,39575.26,1,8,0.2,40891.38,0.206
ACC-115,Pinnacle Traders,2025-01,215420.0,45147.0,1,8,0.21,52948.08,0.246
ACC-115,Pinnacle Traders,2025-02,205643.29,42845.29,1,8,0.208,41956.35,0.204
ACC-115,Pinnacle Traders,2025-03,226575.86,46022.86,1,8,0.203,53692.13,0.237
ACC-115,Pinnacle Traders,2025-04,220771.19,48283.19,1,8,0.219,53869.24,0.244
ACC-115,Pinnacle Traders,2025-05,223059.03,49119.03,1,8,0.22,55311.78,0.248
ACC-115,Pinnacle Traders,2025-06,235317.39,53579.39,1,8,0.228,68395.97,0.291
ACC-115,Pinnacle Traders,2025-07,220748.21,46897.21,1,8,0.212,46081.73,0.209
ACC-115,Pinnacle Traders,2025-08,221938.57,44913.57,1,8,0.202,45678.3,0.206
ACC-115,Pinnacle Traders,2025-09,224641.81,47660.81,1,8,0.212,53498.48,0.238
ACC-115,Pinnacle Traders,2025-10,211053.41,41404.41,2,8,0.196,41296.38,0.196
ACC-115,Pinnacle Traders,2025-11,219307.92,44126.92,1,8,0.201,41824.25,0.191
ACC-115,Pinnacle Traders,2025-12,214014.55,45544.55,1,8,0.213,41245.93,0.193
ACC-115,Pinnacle Traders,2026-01,247244.7,49933.7,1,8,0.202,64861.74000000001,0.262
ACC-115,Pinnacle Traders,2026-02,227536.29,50820.29,1,8,0.223,54368.35,0.239
ACC-115,Pinnacle Traders,2026-03,247274.43,56711.43,1,8,0.229,73253.86,0.296
ACC-115,Pinnacle Traders,2026-04,227131.89,48432.89,2,8,0.213,46074.64,0.203
ACC-115,Pinnacle Traders,2026-05,252588.66,54150.66,1,8,0.214,66075.79000000001,0.262
ACC-115,Pinnacle Traders,2026-06,233030.76,52659.76,1,8,0.226,58203.71000000001,0.25
ACC-115,Pinnacle Traders,2026-07,241327.28,49466.28,1,8,0.205,56619.93,0.235
ACC-115,Pinnacle Traders,2026-08,226265.37,44995.37,1,8,0.199,45801.5,0.202
ACC-116,Grove Street Stores,2024-09,215503.38,61964.38,2,8,0.288,112173.8,0.521
ACC-116,Grove Street Stores,2024-10,212999.66,62840.66,1,8,0.295,109119.31,0.512
ACC-116,Grove Street Stores,2024-11,225883.84,64961.84,1,8,0.288,115654.31,0.512
ACC-116,Grove Street Stores,2024-12,215959.92,62425.92000000001,1,8,0.289,108097.19,0.501
ACC-116,Grove Street Stores,2025-01,209715.39,58842.39,1,8,0.281,103710.46,0.495
ACC-116,Grove Street Stores,2025-02,220078.46,63696.46,1,8,0.289,113931.74,0.518
ACC-116,Grove Street Stores,2025-03,201196.35,55750.35,2,8,0.277,92875.62,0.462
ACC-116,Grove Street Stores,2025-04,214525.76,63986.76,1,8,0.298,108145.45,0.504
ACC-116,Grove Street Stores,2025-05,207703.14,58077.14,1,8,0.28,102049.48,0.491
ACC-116,Grove Street Stores,2025-06,204316.34,55266.34,2,8,0.27,92048.6,0.451
ACC-116,Grove Street Stores,2025-07,207984.97,60821.97,1,8,0.292,101751.47,0.489
ACC-116,Grove Street Stores,2025-08,207170.5,60868.5,1,8,0.294,102760.44,0.496
ACC-116,Grove Street Stores,2025-09,226010.06,65002.06,1,8,0.288,112248.26,0.497
ACC-116,Grove Street Stores,2025-10,216221.68,65087.68,2,8,0.301,112508.88,0.52
ACC-116,Grove Street Stores,2025-11,212087.18,63302.18,2,9,0.298,107146.13,0.505
ACC-116,Grove Street Stores,2025-12,209210.77,62520.77,1,8,0.299,100918.29,0.482
ACC-116,Grove Street Stores,2026-01,210113.82,60631.82,2,8,0.289,106166.56,0.505
ACC-116,Grove Street Stores,2026-02,213870.11,62916.11,1,8,0.294,104936.53,0.491
ACC-116,Grove Street Stores,2026-03,217020.74,61767.74000000001,1,8,0.285,111319.22,0.513
ACC-116,Grove Street Stores,2026-04,219498.87,63931.87,1,8,0.291,114516.55,0.522
ACC-116,Grove Street Stores,2026-05,199940.01,56508.01,2,9,0.283,94839.21,0.474
ACC-116,Grove Street Stores,2026-06,197286.95,55097.95,1,8,0.279,90408.22,0.458
ACC-116,Grove Street Stores,2026-07,201390.55,54729.55,3,9,0.272,93609.81,0.465
ACC-116,Grove Street Stores,2026-08,222276.7,64664.7,1,8,0.291,112497.61,0.506
ACC-117,Halcyon Distributors,2024-09,280404.51,93891.51,1,8,0.335,206396.87,0.736
ACC-117,Halcyon Distributors,2024-10,287601.77,100681.77,1,8,0.35,210520.23,0.732
ACC-117,Halcyon Distributors,2024-11,273006.73,90291.73,1,8,0.331,197749.25,0.724
ACC-117,Halcyon Distributors,2024-12,254182.73,84239.73,1,8,0.331,180192.54,0.709
ACC-117,Halcyon Distributors,2025-01,279765.84,92585.84,2,8,0.331,199391.12,0.713
ACC-117,Halcyon Distributors,2025-02,282824.89,98829.89,1,8,0.349,207952.56,0.735
ACC-117,Halcyon Distributors,2025-03,285161.02,97416.02,1,8,0.342,214483.26,0.752
ACC-117,Halcyon Distributors,2025-04,276148.22,94197.22,1,8,0.341,198957.52,0.72
ACC-117,Halcyon Distributors,2025-05,285057.85,100275.85,1,8,0.352,208351.96,0.731
ACC-117,Halcyon Distributors,2025-06,275366.98,96379.98,1,8,0.35,197957.42,0.719
ACC-117,Halcyon Distributors,2025-07,283202.75,97724.75,1,8,0.345,205903.65,0.727
ACC-117,Halcyon Distributors,2025-08,286487.47,97495.47,2,8,0.34,210615.53,0.735
ACC-117,Halcyon Distributors,2025-09,292852.73,101739.73,1,8,0.347,215311.42,0.735
ACC-117,Halcyon Distributors,2025-10,273824.88,90406.88,1,8,0.33,197904.78,0.723
ACC-117,Halcyon Distributors,2025-11,267046.8,90367.8,1,8,0.338,194023.7,0.727
ACC-117,Halcyon Distributors,2025-12,285779.75,99996.75,1,8,0.35,210863.23,0.738
ACC-117,Halcyon Distributors,2026-02,278477.76,94369.76,1,8,0.339,202907.39,0.729
ACC-117,Halcyon Distributors,2026-03,283949.5,99863.5,1,8,0.352,205887.56,0.725
ACC-117,Halcyon Distributors,2026-04,281847.28,93064.28,1,8,0.33,206837.35,0.734
ACC-117,Halcyon Distributors,2026-05,276502.42,96595.42,1,8,0.349,198270.6,0.717
ACC-117,Halcyon Distributors,2026-06,268790.88,91719.88,1,8,0.341,190816.98,0.71
ACC-117,Halcyon Distributors,2026-07,284439.03,101425.03,1,8,0.357,207210.07,0.728
ACC-117,Halcyon Distributors,2026-08,274111.51,94416.51,2,8,0.344,200602.68,0.732
ACC-118,Copper & Kline,2024-09,205137.09,58273.09,1,8,0.284,99282.07,0.484
ACC-118,Copper & Kline,2024-10,197225.46,55269.46,1,8,0.28,93794.62,0.476
ACC-118,Copper & Kline,2024-11,200531.42,57709.42,2,8,0.288,94180.1,0.47
ACC-118,Copper & Kline,2024-12,212883.02,62453.02,1,8,0.293,110026.18,0.517
ACC-118,Copper & Kline,2025-01,197282.17,54165.17,1,8,0.275,90229.15,0.457
ACC-118,Copper & Kline,2025-02,216873.98,64583.98,1,8,0.298,112851.48,0.52
ACC-118,Copper & Kline,2025-03,213338.93,61103.93,2,8,0.286,107844.69,0.506
ACC-118,Copper & Kline,2025-04,212352.59,60980.59,2,8,0.287,106053.08,0.499
ACC-118,Copper & Kline,2025-05,216657.96,61678.96,2,8,0.285,109659.81,0.506
ACC-118,Copper & Kline,2025-06,208184.8,59459.8,2,8,0.286,102973.06,0.495
ACC-118,Copper & Kline,2025-07,204228.4,58122.4,1,8,0.285,105127.22,0.515
ACC-118,Copper & Kline,2025-08,186360.93,52422.93,1,8,0.281,83125.28,0.446
ACC-118,Copper & Kline,2025-09,193857.8,53618.8,2,8,0.277,88304.47,0.456
ACC-118,Copper & Kline,2025-10,183851.56,50569.56,2,8,0.275,84119.02,0.458
ACC-118,Copper & Kline,2025-11,184396.35,49845.35,1,8,0.27,83365.26,0.452
ACC-118,Copper & Kline,2025-12,182848.2,49376.2,1,8,0.27,87086.95,0.476
ACC-118,Copper & Kline,2026-01,185342.03,50421.03,1,8,0.272,84542.86,0.456
ACC-118,Copper & Kline,2026-02,186637.92,51161.92,1,8,0.274,90642.66,0.486
ACC-118,Copper & Kline,2026-03,174699.96,47514.96,1,8,0.272,74692.58,0.428
ACC-118,Copper & Kline,2026-04,204735.03,63071.03,1,8,0.308,108051.32,0.528
ACC-118,Copper & Kline,2026-05,187476.94,53966.94,1,8,0.288,88673.12,0.473
ACC-118,Copper & Kline,2026-06,194607.43,56211.43,1,8,0.289,96505.26,0.496
ACC-118,Copper & Kline,2026-07,187391.28,53233.28,2,8,0.284,88658.41,0.473
ACC-118,Copper & Kline,2026-08,197289.61,58209.61,1,8,0.295,99186.56,0.503
